spaze/oprah-proxy,https://github.com/spaze/oprah-proxy,"Generate credentials for Opera's ""browser VPN""",249,2017/12/22 10:33
VPNht/ios,https://github.com/VPNht/ios,VPN Client iOS,47,2016/2/5 20:28
layerssss/freedom-routes,https://github.com/layerssss/freedom-routes,Internet Freedom - Implement routes for vpn.,11,2013/1/16 22:24
ndpgroup/vpnc,https://github.com/ndpgroup/vpnc,client for ipsec (cisco/juniper) vpn concentrator,34,2017/8/23 18:24
google/vpn-libraries,https://github.com/google/vpn-libraries,"The VPN client libraries provide a reference implementation for a secure, encrypted tunnel for connected devices. Full Public report: https://research.nccgroup.com/2021/04/08/public-report-vpn-by-google-one-technical-security-privacy-assessment/",154,2021/7/31 2:38
zerotier/ZeroTierOne,https://github.com/zerotier/ZeroTierOne,A Smart Ethernet Switch for Earth,8.2k,2022/2/23 2:15
mulab/vpn,https://github.com/mulab/vpn,OpenVPN docker compose yml,22,2016/12/12 21:22
ndroi/easy163,https://github.com/ndroi/easy163,安卓端一键解锁网易云音乐，无须 ROOT,2.2k,2020/10/2 17:07
primaryobjects/vpndemon,https://github.com/primaryobjects/vpndemon,Monitor a VPN connection on Linux and kill a process upon disconnect,95,2017/9/11 2:56
M0Dark/vpn,https://github.com/M0Dark/vpn,VPNGate 镜像地址,3,2015/8/14 20:45
MdNor/digital-ocean-pptp-vpn,https://github.com/MdNor/digital-ocean-pptp-vpn,Install script for PPTP VPN on Digital Ocean droplet,86,2020/4/18 22:04
danfruehauf/NetworkManager-ssh,https://github.com/danfruehauf/NetworkManager-ssh,SSH VPN integration for NetworkManager,195,2021/11/6 13:39
ValdikSS/p0f-mtu-script,https://github.com/ValdikSS/p0f-mtu-script,ＷＩＴＣＨ？(VPN detector) source code,80,2016/8/2 14:50
alibaba/FlexGW,https://github.com/alibaba/FlexGW,"a vpn, snat web app for vpc vm.",196,2015/11/6 21:12
Bit-Net/VpnCoin,https://github.com/Bit-Net/VpnCoin,,19,2016/5/25 16:59
ryd/chaosvpn,https://github.com/ryd/chaosvpn,Config generator for chaos vpn,110,2021/5/5 16:38
gordinmitya/SimpleVPN,https://github.com/gordinmitya/SimpleVPN,Demo iOS app for connect VPN via IKEv2 protocol,73,2020/5/15 10:22
mozilla-mobile/guardian-vpn-android,https://github.com/mozilla-mobile/guardian-vpn-android,Mozilla VPN for Android,49,2021/1/13 1:08
nnjun/SimpleOpenVpn-Android,https://github.com/nnjun/SimpleOpenVpn-Android,基于OpenVPN封装的Android连接库，使用非常简易。,77,2021/4/19 22:30
truemetal/ikev2_vpn,https://github.com/truemetal/ikev2_vpn,Deploy VPN in 1 minute! Scripts / manuals for strongswan IKEv2 VPN (PSK and certs),64,2019/6/21 18:38
zhao007z4/VpnServiceDemo,https://github.com/zhao007z4/VpnServiceDemo,CSDN博客,33,2018/4/20 17:14
fxtxkktv/lnmVPN,https://github.com/fxtxkktv/lnmVPN,企业级VPN服务主机，支持移动连接、PC连接客户端，完全免费使用,58,2021/6/2 6:57
qixin1106/iOS8-PersonalVPN-Demo,https://github.com/qixin1106/iOS8-PersonalVPN-Demo,iOS8 Personal VPN,74,2014/12/4 19:00
dboyd13/DSVR,https://github.com/dboyd13/DSVR,Domain-Specific-VPN-Router,243,2017/3/23 22:45
mr-canoehead/vpn_client_gateway,https://github.com/mr-canoehead/vpn_client_gateway,Pi-Powered VPN Client Gateway: installation documentation and related files.,113,2021/12/3 16:42
cmulk/wireguard-docker,https://github.com/cmulk/wireguard-docker,Wireguard setup in Docker meant for a simple personal VPN,324,2022/1/19 10:10
fqshare/free-ssr-v2ray-vpn,https://github.com/fqshare/free-ssr-v2ray-vpn,ssr/酸酸乳/v2ray/shadowsocks节点/vpn/机场搬运分享,414,2020/3/28 23:44
robinpaulson/SimpleRT,https://github.com/robinpaulson/SimpleRT,Simple Reverse Tethering utility for Android,843,2021/12/6 19:39
GoogleCloudPlatform/gke-istio-vpn-demo,https://github.com/GoogleCloudPlatform/gke-istio-vpn-demo,"This project demonstrates how Istio's mesh expansion feature can be used to link services accross a VPN. The feature allows for a non-Kubernetes service running outside of the Istio infrastructure on Kubernetes Engine, to be integrated into, and managed by the Istio service mesh.",46,2019/12/22 8:57
WeeJeWel/wg-easy,https://github.com/WeeJeWel/wg-easy,The easiest way to run WireGuard VPN + Web-based Admin UI.,2.2k,2022/2/23 16:17
freifunk/icvpn,https://github.com/freifunk/icvpn,InterCity-VPN (tinc host keys and scripts),29,2022/2/24 9:29
sbandur84/Free-OpenVPN-Connect-SCRIPT-for-Linux,https://github.com/sbandur84/Free-OpenVPN-Connect-SCRIPT-for-Linux,Easy connect to free VPN services with OpenVPN client,160,2019/11/21 3:06
jawj/IKEv2-setup,https://github.com/jawj/IKEv2-setup,Set up Ubuntu Server 20.04 (or 18.04) as an IKEv2 VPN server,981,2022/1/18 6:37
onejli/docker-vpn-helper,https://github.com/onejli/docker-vpn-helper,,119,2019/2/27 13:26
ProtonVPN/vpncore,https://github.com/ProtonVPN/vpncore,Core application code shared between the iOS and macOS apps,57,2021/8/3 20:57
techlore/VPN-reviews,https://github.com/techlore/VPN-reviews,"Transparent, community-driven VPN tools.",66,2022/2/6 3:28
HybirdCorp/docker-forticlient,https://github.com/HybirdCorp/docker-forticlient,Connect to a FortiGate VPN through docker,69,2020/11/26 8:18
activeeos/wireguard-docker,https://github.com/activeeos/wireguard-docker,Docker image for Wireguard. Containerize your VPN!,144,2019/1/15 10:05
DroidVPN-Official/DroidVPN,https://github.com/DroidVPN-Official/DroidVPN,Official DroidVPN Downloads,34,2021/9/25 1:42
chao/vpn,https://github.com/chao/vpn,This a repo to help people to set up their own VPN service on their vps,13,2015/9/12 22:36
Naville/ManualVPN,https://github.com/Naville/ManualVPN,Automatically Start VPN When Entering Certain Apps,57,2021/9/14 6:22
alaa/oh-my-vpn,https://github.com/alaa/oh-my-vpn,Setup your own OpenVPN server in 30 seconds!,224,2018/8/19 17:47
psiphi75/SwirlVPN,https://github.com/psiphi75/SwirlVPN,Full source to create a VPN service optimised for mobile phones,65,2015/3/21 15:36
Audiobahn/CVE-2022-20699,https://github.com/Audiobahn/CVE-2022-20699,Cisco Anyconnect VPN unauth RCE (rwx stack),218,2022/2/7 23:55
MatthewHallberg/ARBrowserExpressVPN,https://github.com/MatthewHallberg/ARBrowserExpressVPN,,61,2019/1/4 14:01
martin-ger/MQTT_VPN,https://github.com/martin-ger/MQTT_VPN,IP over MQTT for ESP controllers and Linux,80,2021/2/20 4:20
halhen/pvpn,https://github.com/halhen/pvpn,Poor mans VPN over SSH,111,2013/2/24 4:37
kitten/docker-strongswan,https://github.com/kitten/docker-strongswan,Docker image for easily setting up a secure StrongSwan VPN,170,2018/2/20 21:41
sorz/sstp-server,https://github.com/sorz/sstp-server,Secure Socket Tunneling Protocol (SSTP VPN) server for Linux.,196,2021/4/22 11:39
adrianmihalko/raspberrypiwireguard,https://github.com/adrianmihalko/raspberrypiwireguard,Install and configure WireGuard on Raspberry Pi (and others),797,2020/5/31 2:13
sucong426/VPN,https://github.com/sucong426/VPN,快速搭建个人VPN科学上网翻墙完全教程,40,2021/10/11 23:36
Chadsr/NordVPN-NetworkManager,https://github.com/Chadsr/NordVPN-NetworkManager,"A CLI tool for automating the importing, securing and usage of NordVPN (and in the future, more) OpenVPN servers through NetworkManager.",118,2022/1/3 2:53
balena-io/open-balena-vpn,https://github.com/balena-io/open-balena-vpn,openBalena VPN,45,2022/2/23 1:32
TensorTom/VPN-Chain,https://github.com/TensorTom/VPN-Chain,Bash script for making chained OpenVPN connections.,52,2020/11/29 1:48
mattjamison/f5-vpn-client,https://github.com/mattjamison/f5-vpn-client,FirePass F5 command line VPN client,67,2015/8/28 5:46
twilio/authy-openvpn,https://github.com/twilio/authy-openvpn,Authy Open VPN Two-Factor Authentication,152,2018/10/11 2:01
tachyon-protocol/TachyonVpn,https://github.com/tachyon-protocol/TachyonVpn,A TachyonVpn project,73,2020/4/14 11:51
donaldzou/WGDashboard,https://github.com/donaldzou/WGDashboard,Simplest dashboard for WireGuard VPN written in Python w/ Flask,431,2022/2/11 22:36
XiaoDongXie1024/XDXVPNExtensionDemo,https://github.com/XiaoDongXie1024/XDXVPNExtensionDemo,iOS - set up vpn connect and read packet by personal vpn .,85,2019/7/12 12:16
nomadturk/vpn-adblock,https://github.com/nomadturk/vpn-adblock,Adblocking with DNSMasq on a SoftEther VPN.,51,2021/8/13 7:30
net-byte/vtun,https://github.com/net-byte/vtun,A simple VPN written in golang.,150,2022/2/16 22:35
AlexandreFenyo/vpn-over-dns,https://github.com/AlexandreFenyo/vpn-over-dns,"tunneling software over DNS: Java server, GUI and command-line clients for Android, Windows, Mac OS X & Unix/Linux",70,2021/9/29 0:22
cykor/VPNCykoGM,https://github.com/cykor/VPNCykoGM,基于Tomato的Cisco IPSec VPN科学上网方案，Grace Mode。,39,2012/11/18 11:01
binhex/arch-int-vpn,https://github.com/binhex/arch-int-vpn,"Docker build script for Arch Linux base with OpenVPN, WireGuard, Privoxy (http(s) proxy) and microsocks (Socks5 proxy)",33,2022/1/7 9:40
laserbat/vpnify,https://github.com/laserbat/vpnify,vpnify - transparently route traffic of a process through VPN,83,2019/5/4 17:02
tasket/Qubes-vpn-support,https://github.com/tasket/Qubes-vpn-support,VPN configuration in Qubes OS,96,2021/10/21 5:09
qsun/ParDiff-VPN,https://github.com/qsun/ParDiff-VPN,full stack vpn server stack (openvpn + pptp),59,2014/4/26 6:30
YunoHost-Apps/vpnclient_ynh,https://github.com/YunoHost-Apps/vpnclient_ynh,VPN Client app for YunoHost,36,2022/2/9 18:29
digitalocean/OpenVPN-Pihole,https://github.com/digitalocean/OpenVPN-Pihole,https://marketplace.digitalocean.com/apps/openvpn-pihole,140,2022/1/7 5:30
UCIS/QuickTun,https://github.com/UCIS/QuickTun,Simple and secure VPN software,75,2019/7/23 3:15
wg-dashboard/wg-dashboard,https://github.com/wg-dashboard/wg-dashboard,an (unmaintained) easy-to-use dashboard for wireguard vpn,300,2020/5/23 20:54
bigeagle/gohop,https://github.com/bigeagle/gohop,"A VPN implemention in golang, with crypto and obfuscation in nature.",1.2k,2019/2/9 10:11
PlexVPN/plex,https://github.com/PlexVPN/plex,最新版本下載 best VPN 2021,327,2022/2/18 10:49
xitongsys/pangolin,https://github.com/xitongsys/pangolin,VPN written by Golang,77,2019/9/12 10:10
pagxir/toy2vpn,https://github.com/pagxir/toy2vpn,tun2socks tun2toyvpn and so on,72,2019/1/30 16:44
freefq/free,https://github.com/freefq/free,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子,18.1k,2022/2/24 16:01
sbatrow/heroku-xray-vpn-server,https://github.com/sbatrow/heroku-xray-vpn-server,,14,2021/9/15 17:11
joker25000/Hercules,https://github.com/joker25000/Hercules,Hercules - Automated VPN Connect ✔️,42,2018/5/3 5:11
OkamiSupport/VPN-traffic-redirect-to-another-vpn-tunnel,https://github.com/OkamiSupport/VPN-traffic-redirect-to-another-vpn-tunnel,,46,2016/1/18 5:05
mysteriumnetwork/node,https://github.com/mysteriumnetwork/node,Mysterium Network Node - official implementation of distributed VPN network (dVPN) protocol,861,2022/2/23 19:34
shark-vpn/shark-vpn.github.io,https://github.com/shark-vpn/shark-vpn.github.io,shark-vpn,31,2021/9/20 11:38
Place1/wg-access-server,https://github.com/Place1/wg-access-server,An all-in-one WireGuard VPN solution with a web ui for connecting devices,1.4k,2022/2/14 2:24
jas502n/CVE-2019-11510-1,https://github.com/jas502n/CVE-2019-11510-1,SSL VPN Rce,53,2019/8/27 17:29
Wutze/OpenVPN-WebAdmin,https://github.com/Wutze/OpenVPN-WebAdmin,Create and manage your virtual private network via web browser and OpenVPN with your private OpenVPN-WebAdmin,67,2022/2/14 11:07
anujnm/Simple-VPN,https://github.com/anujnm/Simple-VPN,A simple VPN to send data over a protected channel using Diffie-Hellman key exchange,33,2014/10/25 23:59
Nyr/openvpn-install,https://github.com/Nyr/openvpn-install,"OpenVPN road warrior installer for Ubuntu, Debian, AlmaLinux, Rocky Linux, CentOS and Fedora",14.5k,2022/2/3 15:51
yarrick/iodine,https://github.com/yarrick/iodine,Official git repo for iodine dns tunnel,4.1k,2022/1/11 17:30
shelld3v/PwnVPN,https://github.com/shelld3v/PwnVPN,The best exploitation tool for SSL VPN 0day vulnerabilities.,68,2021/11/13 9:48
marywangran/SimpleVPN,https://github.com/marywangran/SimpleVPN,非常简单的一个VPN框架！,47,2017/5/1 23:05
mozilla-services/guardian-vpn-windows-deprecated,https://github.com/mozilla-services/guardian-vpn-windows-deprecated,Mozilla VPN for Windows,36,2021/1/27 9:03
weavenet/aws-ec2-vpn,https://github.com/weavenet/aws-ec2-vpn,Set up a VPN server on an AWS EC2 Instance via a self contained Cloud Formation template.,56,2018/4/24 8:51
telepresenceio/telepresence,https://github.com/telepresenceio/telepresence,Local development against a remote Kubernetes or OpenShift cluster,4.7k,2022/2/24 4:39
chenfengfeng/ss-vpn,https://github.com/chenfengfeng/ss-vpn,学习用开源VPN APP,47,2018/10/11 17:19
eduvpn/vpn-user-portal,https://github.com/eduvpn/vpn-user-portal,VPN User Portal,21,2022/2/22 20:16
RoPe93/govpn,https://github.com/RoPe93/govpn,Simple secure free software VPN daemon,27,2015/3/13 22:37
changlan/kytan,https://github.com/changlan/kytan,kytan: High Performance Peer-to-Peer VPN in Rust,319,2020/7/13 14:20
luojiesi/android-vpn-server,https://github.com/luojiesi/android-vpn-server,vpn server's source code of android,27,2011/4/6 13:18
dcantrell/vpncwatch,https://github.com/dcantrell/vpncwatch,vpnc keepalive daemon for Linux systems,37,2020/5/29 4:16
jetbrains-infra/docker-anyconnect-vpn,https://github.com/jetbrains-infra/docker-anyconnect-vpn,🔐 AnyConnect client in a Docker container,44,2018/3/23 2:31
kboghe/NordVPN-switcher,https://github.com/kboghe/NordVPN-switcher,Rotate between different NordVPN servers with ease. Works both on Linux and Windows without any required changes to your code!,64,2021/11/24 17:13
mysteriumnetwork/mysterium-vpn-desktop,https://github.com/mysteriumnetwork/mysterium-vpn-desktop,"Mysterium VPN is a Desktop VPN client for Windows, macOS and Linux",88,2022/2/22 16:51
CrackTheChivalrous/FreeVPN,https://github.com/CrackTheChivalrous/FreeVPN,墙不在高有梯则行！,38,2018/11/14 23:50
mozilla-mobile/guardian-vpn-ios,https://github.com/mozilla-mobile/guardian-vpn-ios,Mozilla VPN for iOS,43,2021/2/9 21:59
kitten/setup-strong-strongswan,https://github.com/kitten/setup-strong-strongswan,[UNMAINTAINED] Setup a (really) strong StrongSwan VPN Server for Ubuntu and Debian,634,2016/12/31 5:59
faicker/wg-config,https://github.com/faicker/wg-config,a simple wireguard vpn user management script,56,2020/2/29 16:41
91CL/91CL-VPN,https://github.com/91CL/91CL-VPN,科学上网/梯子/加速器/VPN/VPS/SSR节点/SS节点/V2ray节点/Shadowsocks/ShadowsocksR/Shadowrocket/V2ray;,79,2019/12/31 0:36
nickrusso42518/vpnm,https://github.com/nickrusso42518/vpnm,[Ansible] Declarative MPLS L3VPN route-target management,37,2020/2/7 13:37
empathyco/platform-aws-vpn,https://github.com/empathyco/platform-aws-vpn,Serverless OpenVPN Certificate Authority running on AWS,108,2021/10/6 4:27
gammacapricorni/happy-meraki-client-vpn,https://github.com/gammacapricorni/happy-meraki-client-vpn,"PowerShell scripts for Windows 10, to create saved VPN connections for Meraki Client VPN.",59,2021/8/27 1:47
vyos/vyatta-cfg-vpn,https://github.com/vyos/vyatta-cfg-vpn,Vyatta VPN configuration,12,2021/8/9 22:06
V2Ray-Android/Actinium,https://github.com/V2Ray-Android/Actinium,A 3rd party V2Ray client for Android,474,2018/1/16 18:37
nmanikiran/vpn_app,https://github.com/nmanikiran/vpn_app,Simple Vpn app concept UI done in Flutter.,58,2021/10/14 4:30
malwareinfosec/VPNrotator,https://github.com/malwareinfosec/VPNrotator,The VPN Rotator is a Bash/Debian framework for security researchers eager to protect their residential IP and wanting to replay malware traffic from different geolocations.,42,2022/1/26 4:19
theinvisible/openfortigui,https://github.com/theinvisible/openfortigui,"VPN-GUI to connect to Fortigate-Hardware, based on openfortivpn",384,2021/11/12 22:02
JimBrv/vpnServer,https://github.com/JimBrv/vpnServer,"一键创建pptp, l2tp, openssl VPN服务器，通过Freeradius完成用户认证授权",11,2016/11/29 17:18
MatthiasLohr/docker-f5fpc,https://github.com/MatthiasLohr/docker-f5fpc,F5 VPN Client Docker Router,49,2020/12/18 1:01
oslook/clash-freenode,https://github.com/oslook/clash-freenode,🔥[Clash Config] [Free Node Subscribe]订阅地址，免费节点，定期更新，一键订阅，科学上网🚀。,615,2022/2/24 10:36
khairilg/script-jualan-ssh-vpn,https://github.com/khairilg/script-jualan-ssh-vpn,Script auto installer untuk jualan SSH VPN Proxy,13,2018/7/12 20:47
Snawoot/opera-proxy,https://github.com/Snawoot/opera-proxy,Standalone client for proxies of Opera VPN,258,2021/7/18 1:49
mindcollapse/SoftEtherPy,https://github.com/mindcollapse/SoftEtherPy,SoftEther VPN Server Python Management API,58,2018/6/21 2:10
AmmarRahman/wsl-vpn,https://github.com/AmmarRahman/wsl-vpn,,108,2022/1/17 23:29
notisrac/SoftEtherAdmin,https://github.com/notisrac/SoftEtherAdmin,A Web UI for SoftEther VPN Server,61,2018/9/30 2:45
sebsto/AWSVPN,https://github.com/sebsto/AWSVPN,Start a private VPN server in the cloud.,179,2016/2/19 8:25
alpha-si/vpnman,https://github.com/alpha-si/vpnman,A web-based frontend for OpenVPN server management,31,2017/4/1 17:21
DNXLabs/terraform-aws-client-vpn,https://github.com/DNXLabs/terraform-aws-client-vpn,This terraform module installs a client VPN.,27,2021/11/12 21:47
ckjbug/Hacking,https://github.com/ckjbug/Hacking,"🌐Collate and develop network security, Hackers technical documentation and tools, code.",1.5k,2021/1/10 18:37
Clrkz/VPSAutoScrptz,https://github.com/Clrkz/VPSAutoScrptz,"ssh,ssl,vpn tunnel service + ocs panel",22,2018/5/19 4:16
gmaeric/FreeVPN,https://github.com/gmaeric/FreeVPN,免费的商业级 VPN 服务,12,2014/8/29 1:55
cloudposse/terraform-aws-vpn-connection,https://github.com/cloudposse/terraform-aws-vpn-connection,Terraform module to provision a site-to-site VPN connection between a VPC and an on-premises network,29,2021/11/20 11:14
gardener/vpn,https://github.com/gardener/vpn,Network connector between the control plane (deployed in a Seed cluster) and a Shoot cluster.,5,2021/2/8 23:07
bendikro/deluge-vpn,https://github.com/bendikro/deluge-vpn,,71,2020/12/15 6:01
carlfriess/DigitalOceanVPNSetup,https://github.com/carlfriess/DigitalOceanVPNSetup,Automatically creates and configures a VPN server on a DigitalOcean droplet.,104,2019/1/7 20:28
VPNht/android,https://github.com/VPNht/android,VPN.ht Android Application. Based on ics-openvpn.,103,2020/4/6 3:05
crosserR/shadowrocket-VPN,https://github.com/crosserR/shadowrocket-VPN,永久免费 无限流量 免费VPN梯子 支持各种协议 Trojan vmess VLESS socks shadowsocks,60,2021/10/24 4:40
x-falcon/Virtual-Hosts,https://github.com/x-falcon/Virtual-Hosts,"hosts for android,implement by vpn mode,supports wildcard DNS records",618,2020/9/21 17:04
vpn-kill-switch/killswitch,https://github.com/vpn-kill-switch/killswitch,VPN kill switch for macOS,120,2020/4/9 4:14
pirate/wireguard-docs,https://github.com/pirate/wireguard-docs,"📖 Unofficial WireGuard Documentation: Setup, Usage, Configuration, and full example setups for VPNs supporting both servers & roaming clients.",3.3k,2022/2/20 16:25
linux-system-roles/vpn,https://github.com/linux-system-roles/vpn,Role for managing VPN/IPSec,5,2022/2/22 3:24
complexorganizations/wireguard-manager,https://github.com/complexorganizations/wireguard-manager,✔️ wireguard-manager enables you to create and manage your own vpn under a minute.,829,2022/2/22 21:49
gyf304/lpvpn,https://github.com/gyf304/lpvpn,LAN Party VPN - Run VPN on top of Discord. No installation required.,220,2021/12/26 11:43
avreolko/VPNTool,https://github.com/avreolko/VPNTool,"iOS vpn tool (Objective-C, NetworkExtension)",22,2017/8/4 14:45
iw4p/OpenConnect-VPN-Server,https://github.com/iw4p/OpenConnect-VPN-Server,OpenConnect VPN Server (OCServ) script configurator,34,2021/4/13 2:13
bakszero/AutoVPN,https://github.com/bakszero/AutoVPN,This is an automatic VPN installer-runner for IIIT-H students.,34,2018/1/14 20:11
laverdet/node-pptp,https://github.com/laverdet/node-pptp,Experimental PPTP VPN server written in NodeJS,118,2016/4/6 2:12
opsgang/terraform-aws-pritunl-vpn-server,https://github.com/opsgang/terraform-aws-pritunl-vpn-server,Pritunl VPN Server for your public/private like VPC on AWS,39,2021/7/22 21:58
boizz/PPTP-L2TP-IPSec-VPN-auto-installation-script-for-CentOS-7,https://github.com/boizz/PPTP-L2TP-IPSec-VPN-auto-installation-script-for-CentOS-7,"auto install the PPTP, L2TP and IPSec in your CentOS 7 server",147,2016/12/19 14:13
GavinGuan24/ahri,https://github.com/GavinGuan24/ahri,Ahri is an intranet sharing tool. Like VPN,211,2021/9/2 12:44
geph-official/geph4,https://github.com/geph-official/geph4,Geph (迷霧通) is a modular Internet censorship circumvention system designed specifically to deal with national filtering.,441,2021/12/28 9:26
danieldin95/openlan,https://github.com/danieldin95/openlan,The Golang implements for Cloudify VPN.,80,2022/2/19 23:05
R3dy/ciscobruter,https://github.com/R3dy/ciscobruter,Brute-force Cisco SSL VPN,39,2020/3/6 4:46
KaustubhPatange/Gear-VPN,https://github.com/KaustubhPatange/Gear-VPN,A VPN client for Android based on OpenVPN made with Jetpack Compose.,45,2022/2/18 18:59
YunoHost-Apps/vpnserver_ynh,https://github.com/YunoHost-Apps/vpnserver_ynh,OpenVPN package for YunoHost,19,2020/1/25 22:56
izombielandgit/OpenVPN-HOWTO,https://github.com/izombielandgit/OpenVPN-HOWTO,,39,2021/4/7 12:41
NeoCloud/NeoNetwork,https://github.com/NeoCloud/NeoNetwork,A useless VPN Network ready for peering,37,2022/2/22 11:22
aquto/cordova-plugin-vpn,https://github.com/aquto/cordova-plugin-vpn,,36,2015/7/2 5:41
iceleaf916/ToyVPN,https://github.com/iceleaf916/ToyVPN,fork from official example,23,2016/12/7 15:48
sovereign/sovereign,https://github.com/sovereign/sovereign,"A set of Ansible playbooks to build and maintain your own private cloud: email, calendar, contacts, file sync, IRC bouncer, VPN, and more.",10.2k,2021/7/9 21:37
qbwaggle/vpnkillswitch,https://github.com/qbwaggle/vpnkillswitch,"VPNKillSwitch works on Debian systems, including Raspberry Pi (Raspbian). The service will keep your OpenVPN client connected and prevent data transmission if connection to the VPN is lost.",54,2016/4/19 22:26
apkcombo/apkcombo-vpn,https://github.com/apkcombo/apkcombo-vpn,APKCombo VPN - CloudFlare Warp+ VPN for Windows,35,2020/4/9 9:36
projectzeroindia/CVE-2019-11510,https://github.com/projectzeroindia/CVE-2019-11510,Exploit for Arbitrary File Read on Pulse Secure SSL VPN (CVE-2019-11510),355,2020/1/11 21:55
GildedHonour/OpenVpnManagement,https://github.com/GildedHonour/OpenVpnManagement,C# OpenVPN interface,38,2015/11/20 21:35
QSCTech/zjunet,https://github.com/QSCTech/zjunet,Command Line Scripts for ZJU (VPN / WLAN / DNS),197,2020/11/29 14:44
vfosterm/NordVPN-NetworkManager-Gui,https://github.com/vfosterm/NordVPN-NetworkManager-Gui,A NordVPN GUI client for linux using the native Network Manager,111,2020/10/11 17:31
akashdeepsingh9988/Cybernet-VPN,https://github.com/akashdeepsingh9988/Cybernet-VPN,Android Cybernet VPN App,27,2017/6/28 17:31
Kedu-SCCL/docker-snx-checkpoint-vpn,https://github.com/Kedu-SCCL/docker-snx-checkpoint-vpn,Docker image to connect to Checkpoint VPN using a certificate,20,2021/8/21 2:19
jkennethcarino/droidovpn,https://github.com/jkennethcarino/droidovpn,An unofficial VPN Gate client for Android.,66,2020/10/25 2:13
stgraber/vpn-container,https://github.com/stgraber/vpn-container,A tool to start OpenVPN VPNs inside a minimal unprivileged container,66,2019/9/8 0:57
ProtonVPN/protonvpn-cli,https://github.com/ProtonVPN/protonvpn-cli,Legacy protonvpn-cli: ProtonVPN Command-Line Tool for Linux and macOS. This has been superseded by https://github.com/ProtonVPN/protonvpn-cli-ng,574,2019/11/25 19:10
NightfallGT/NordVPN-Checker,https://github.com/NightfallGT/NordVPN-Checker,Fast NordVPN Checker with threading,30,2021/3/19 21:16
streambinder/vpnc,https://github.com/streambinder/vpnc,IPsec (Cisco/Juniper) VPN concentrator client,27,2022/2/4 17:23
yaooort/OpenVPN-IOS,https://github.com/yaooort/OpenVPN-IOS,Objective-C OpenVpnAdapter IOS OpenVpn,42,2018/12/17 17:01
mtojek/ohlavpn,https://github.com/mtojek/ohlavpn,Find working VPN proxy all over the world | Hola VPN,40,2019/3/12 4:31
sjakthol/vpngate-client,https://github.com/sjakthol/vpngate-client,A client for discovering and connecting to vpngate.net OpenVPN servers.,46,2020/4/25 21:18
breiter/vpnc,https://github.com/breiter/vpnc,Vpnc modified for xnu (OS X 10.6+) utun support so tuntaposx is not required.,27,2018/7/16 21:15
koptein/usa_vpn,https://github.com/koptein/usa_vpn,Configuration for openvpn to route traffic selectively over the VPN,48,2015/10/2 20:09
sijav/react-native-ip-sec-vpn,https://github.com/sijav/react-native-ip-sec-vpn,React Native IPSec VPN Module,40,2021/9/22 5:55
zijunwei/ViewProposalNet,https://github.com/zijunwei/ViewProposalNet,VPN for CVPR18,39,2018/6/25 23:25
twitchyliquid64/subnet,https://github.com/twitchyliquid64/subnet,"Simple, auditable & elegant VPN, built with TLS mutual authentication and TUN.",1k,2020/3/9 1:37
thefangbear/oneclickVPN,https://github.com/thefangbear/oneclickVPN,"Stacked one-click VPN installing scripts for CentOS / Fedora / Debian. Supporting VPNs: PPTP(Being blocked in China), L2TP(Using IPsec to encrypt), IPsec IKEv1/2(Debian only, highest encryption, beta version).",34,2016/5/27 10:35
fathomdb/sshvpn,https://github.com/fathomdb/sshvpn,SSH VPN Scripts,72,2013/10/24 19:02
drawing/webtravel,https://github.com/drawing/webtravel,SSL VPN,18,2016/7/2 1:26
smartupio/aws-vpn-mikrotik,https://github.com/smartupio/aws-vpn-mikrotik,Shell script to transform a Generic AWS VPN configuration guide to MikroTik specific set up commands that can be copy pasted into a mikrotik console to set up the customer end of the connection.,38,2017/7/31 14:10
crasm/vpnshift.sh,https://github.com/crasm/vpnshift.sh,OpenVPN wrapper using linux network namespaces,61,2017/2/2 1:03
Duraiamuthan/VPN-Android,https://github.com/Duraiamuthan/VPN-Android,Do It Yourself OpenVPN,23,2015/9/16 20:01
talkincode/ToughVPN,https://github.com/talkincode/ToughVPN,pptp + toughradius,18,2015/10/18 15:10
jamesmcm/vopono,https://github.com/jamesmcm/vopono,Run applications through VPN tunnels with temporary network namespaces,380,2022/2/13 0:30
d4rkcat/pia,https://github.com/d4rkcat/pia,Private Internet Access VPN Linux bash client,89,2020/5/6 18:00
zhaodg/pptpd-centos7-install-script,https://github.com/zhaodg/pptpd-centos7-install-script,Build your own VPN.,20,2015/4/27 14:58
sarfata/voodooprivacy,https://github.com/sarfata/voodooprivacy,Roll your own VPN server on Amazon EC2 and battle-ready firewall for OS X,344,2018/5/3 9:15
xiaoming2028/FreePAC,https://github.com/xiaoming2028/FreePAC,科学上网/翻墙梯子/自由上网/SS/SSR/V2Ray/Brook 搭建教程 免费机场、VPN工具,4.6k,2021/12/21 17:24
haidongZhang/VPNClient,https://github.com/haidongZhang/VPNClient,VPN Client,11,2014/12/7 20:20
cp3hnu/Open-VPN,https://github.com/cp3hnu/Open-VPN,Configuration and open your VPN. It uses NetworkExtension framework.,29,2017/11/22 16:08
CCrypto/ccvpn2,https://github.com/CCrypto/ccvpn2,"CCrypto VPN - Version 2, the previous site.",85,2019/1/14 4:15
